,label,title,description
3991,1,NL Wrap: Grand Slam Helps Giants Close on Dodgers (Reuters),Reuters - Pedro Feliz bludgeoned a\tie-breaking grand slam with two outs in the bottom of the\eighth inning to hand the San Francisco Giants a 9-5 win over\the Los Angeles Dodgers in the National League Saturday.
3992,0,Latham shrugs off poll result,Opposition Leader Mark Latham shrugged off the results of a new poll which showed the coalition would have easily won an election this weekend.
3993,0,Signs N.Korea Preparing a Missile Test a Worry-U.S. (Reuters),"Reuters - Signs that North Korea\is preparing to test a ballistic missile are of great concern,\a U.S. commander said on Sunday, adding that the North could be\on the verge of big missile technology breakthroughs."
3994,1,Bryans secure US berth in final,Bob and Mike Bryan could not stick around at Family Circle Tennis Stadium on Friday night to watch US Davis Cup teammates Andy Roddick and Mardy Fish win their matches against Belarus.
3995,2,Major index funds score better than average, quot;Why take risk to achieve an average return? quot; So asks reader RD of Houston. He wants what all of us want - superior performance.
3996,1,Rivalry is exhausting,"Another nine innings and another 3 1/2 hours of toe-to-toe, leather-wielding, nonstop action. This time it produced a 12-5 Red Sox victory over the hated Yankees."
3997,1,Storm #39;s playoff victory 1st in franchise history,"Lauren Jackson scored 14 points to lead the visiting Seattle Storm over the Minnesota Lynx 70-58 Saturday, marking the Storm #39;s first playoff win in franchise history."
3998,0,5 troops killed fighting in Iraq,"A US soldier was killed yesterday by a homemade bomb and four US Marines died Friday in three separate incidents, the military announced yesterday."
3999,0,Taj Mahal to celebrate 350th birthday,"One of the world #39;s most famous monuments, India #39;s Taj Mahal, celebrates its 350th birthday on Monday with a cultural extravaganza that hopes to pay a fitting tribute to the historic symbol of love."
4000,0,"As Russia seethes, 2 Chechen rebels are marked men","MOSCOW -- Russia trained Shamil Basayev to fight fires, but he has made a career igniting them."
4001,0,Taliban Commander Killed in Afghan Raid,"KANDAHAR, Afghanistan - Afghan security forces killed a senior Taliban commander and two of his comrades in a raid in southern Afghanistan, an official said Sunday.    Maulvi Abdul Ghaffar, reportedly a former inmate at the U.S..."
4002,1,Hurricane Jeanne forces rescheduling,"Arizona at Atlanta, 11 am Philadelphia at Detroit, 11 am Cleveland at NY Giants, 11 am Houston at Kansas City, 11 am New Orleans at St."
4003,0,"Bangladesh Floods Maroon at Least 65,000 (AP)","AP - Floodwaters from upstream India have swamped some 80 villages in southwestern Bangladesh, marooning at least 65,000 people, officials said Sunday."
4004,1, #39;D #39; wins Bowden Bowl,"Dad Bobby goes to 5-1 vs. Tommy as sub QB guides Seminoles after Rix is hurt in first quarter. BY JOSH ROBBINS. TALLAHASSEE, Fla. - Defense, the adage goes, wins championships."
4005,1,Homecoming weekend in the NFL,"Tampa Bay Buccaneers coach Jon Gruden returns to Oakland tonight for the first time since leaving the Raiders after the 2001 season, then beating his old team in the Super Bowl after the 2002 season."
4006,0,Rocket attack kills Iraqi,"A rocket has hit a busy Baghdad neighbourhood, killing at least one person and wounding eight. The rocket hit a side street in Baghdad #39;s Karrada neighbourhood, witnesses said."
4007,2,The Cafeteria Crusader,High noon in Texas: the agriculture chief is making a stand against junk food. Can she win?
4008,0,Envoys in Iraq on mission to save British hostage,Two members of the Muslim Council of Britain are in Iraq planning to meet Muslim leaders in Baghdad in an attempt to seek the release of the British hostage Ken Bigley.
4009,1,"Storm, Mystics take 1-0 leads","STORM 70, LYNX 58: At Minneapolis - Lauren Jackson scored 14 points to lead Seattle past Minnesota on Saturday in the first game of their Western Conference semifinal series."
4010,2,"Finance: Mutual Funds, Cheap and Easy","Fidelity Investments recently slashed fees on several of its index funds, knocking their annual expense ratio from 0.19 to 0.10 percent."
4011,1,Ferrari toast Barrichello victory," quot;We knew it would be a fight and so it was, quot; said team chief Jean Todt.  quot;Both our drivers faced difficult tasks. All our chances of victory rested on Rubens, given the start positions, while Michael faced "
4012,0,Darfur Governor Says Rebels Attempted Coup (AP),"AP - West Darfur's governor on Sunday linked an alleged coup attempt against the national government to a rebellion in western Sudan, saying the same group was behind both insurrections."
4013,1,Notables,"With a 9:15 p.m. curfew imposed because of Hurricane Jeanne, Tampa Bay beat Toronto with 39 minutes to spare. Hoping to beat the storm, the Blue Jays were scheduled to leave Florida on a charter flight immediately after the loss. Today's series finale was canceled because of the hurricane, which was expected to hit Florida's east coast late yesterday or ..."
4014,1,Harvard: Never give up,Brown University coach Phil Estes was feeling uncomfortable yesterday despite his team's 21-point lead over Harvard in their Ivy League opener.
4015,1,Villanova snaps Penn's winning streak,"Marvin Burroughs and Terry Butler each scored touchdowns and Villanova held off a late Penn rally last night to defeat the Quakers, 16-13, in Philadelphia."
4016,1,Zardas finds his footing,"DANVERS -- On an almost perfect day, on an almost perfect campus, Chris Zardas and the St. John's Prep Eagles played an almost perfect game. Zardas rushed for 188 yards on 10 carries as the host Prep took a 28-0 win over Barnstable."
4017,0,Afghans Say Kill Senior Taliban Commander," KANDAHAR, Afghanistan (Reuters) - A senior commander from  Afghanistan's Taliban militia previously held at a U.S. base in  Guantanamo Bay was killed by Afghan forces in the central  province of Uruzgan, a senior official said on Sunday."
4018,0,Soldiers' War Blogs Detail Life in Iraq,"Iraq war blogs are as varied as the soldiers who write them. Some sites feature practical news, war pictures and advice..."
4019,0,Top Taliban commander killed in Afghanistan,"A senior Taliban military leader has been killed in southern Uruzgan province, Afghan top security official confirmed Sunday.  quot;Mullah Abdul Ghafar along with his two colleagues "
4020,0,Swiss 'reject' citizenship reform,Swiss voters appear to have rejected proposals to relax the country's strict  naturalisation laws.
4021,3,Men and Women More Different Than Thought,"Beyond the tired cliches and sperm-and-egg basics taught in grade school science class, researchers are discovering that men and women are even more different than anyone realized."
4022,3,Acid Rain Pollution Up 4 Percent in 2003,"Emissions of sulfur dioxide, which causes acid rain, rose 4 percent in 2003, but probably will not compromise long-term air quality goals, the government reported Wednesday."
4023,1,"Laxman, Dravid main threat, says Hayden","He talks about playing cricket in India with passion. In the same vein, he also speaks about India #39;s cricket fans. That #39;s because the spectators, who wait in the aisles, at the doorsteps of stadiums, to catch "
4024,0,Spending spree will drive up rates: Latham,"MARK Latham attacked yesterday #39;s Coalition policy launch as a  quot;willy-nilly quot; spending spree aimed at buying votes, which would drive up interest rates."
4025,1,"Serena, Kuznetsova Reach WTA Beijing Final, Zvonareva Cries Out","It was the US Open all over again Saturday at the WTA stop in Beijing: Serena Williams and Svetlana Kuznetsova working their way toward the final, and Russian Vera Zvonareva breaking down in tears during her match."
4026,0,IRAN CLAIMS SUCCESSFUL TEST OF STRATEGIC MISSILE,NICOSIA MENL -- Iran has claimed the successful test of an unidentified strategic missile believed to be the Shihab-3. Iranian Defense Minister Ali Shamkhani said the missile was fired during the Ashura-5 exercise in mid-September.
4027,0,Russia -- Between Terror And Corruption,President Vladimir Putin has taken advantage of the political climate following the tragic school hostage taking in Beslan earlier this month to accelerate his longstanding political course toward increased authoritarianism.
4028,1,Roma begin search for Voller #39;s replacement,Roma have begun their search for a new coach following the shock resignation of Rudi Voller. Voller quit after Saturday #39;s 3-1 defeat away to Bologna which left the ailing Serie A club languishing in mid-table with just four points from a possible 12.
4029,3,Lufthansa cancels flights after computer failure,"Lufthansa had to cancel about 60 European flights, and its services around the world were delayed following a computer fault in its check-in system on Thursday, the German airline said."
4030,0,Bomb Threat Forces Flight Diversion,"LONDON - A bomb threat that mentioned Iraq forced a New York-bound Greek airliner to make an emergency landing Sunday at London's Stansted Airport escorted by military jets, authorities said.    An airport spokeswoman said an Athens newspaper had received a phone call saying there was a bomb on board the Olympic Airlines plane..."
